Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Treatment,Low Value,229.7623356,365.4886945,49.44921769,49.92882299,Yes
Treatment,Low Value,196.2620629,306.9573412,,22.50973213,No
Treatment,Medium Value,203.8462203,316.8969556,81.07598514,94.68511549,No
Treatment,,130.5940648,194.9237971,69.29642914,64.31081446,No
Treatment,Medium Value,241.316838,372.1638264,70.24902619,,No
Control,Low Value,136.3223931,167.3205186,54.414214,,No
Control,,289.9115599,342.9359305,98.47470584,100,Yes
Treatment,Low Value,211.9146428,331.5737547,,54.25935698,No
Treatment,,207.5318453,316.9909622,70.18962367,91.02804255,No
Control,,139.9987472,173.6800018,86.03061956,,Yes
Control,High Value,259.8056793,300.6663569,100,100,Yes
Treatment,Medium Value,299.0237174,479.8454901,58.40964471,75.53858534,No
Control,Low Value,168.6064063,205.2500929,45.42309117,,Yes
Treatment,Low Value,151.0714855,,50.88980401,44.71821109,No
Control,High Value,225.4097612,271.5213889,,100,Yes
Treatment,Medium Value,231.2586708,353.2980932,79.65865689,89.03779538,No
Control,High Value,198.9093848,241.8483435,88.47365076,,No
Treatment,Low Value,230.8707205,354.7117802,61.52280347,59.46087345,No
Control,High Value,338.6127878,390.5128942,92.13907023,93.85889721,No
Control,Medium Value,222.4098993,265.9840338,69.5009474,83.23448526,No
Treatment,High Value,208.3836663,316.4381078,94.73146785,90.79979428,No
Control,Medium Value,229.2038261,274.4553844,48.49076755,52.55293655,Yes
,Medium Value,255.9932973,397.2926075,66.6852088,65.73574802,No
,Low Value,,216.6047658,50.90270421,44.40209562,
Treatment,Low Value,215.7165494,346.2538204,42.46992171,47.32227758,No
Control,Low Value,226.86329,267.2100633,64.62413014,73.06404804,No
Treatment,Medium Value,163.6459464,261.8509043,69.15889445,,Yes
Control,,257.9523679,303.0715685,94.72293061,90.26064831,Yes
Treatment,Medium Value,143.1445909,221.4442898,,73.66385262,Yes
Control,Low Value,172.006425,206.5899038,,53.75895728,No
Treatment,Low Value,244.4255686,364.910152,55.16702357,55.24445356,
Treatment,High Value,276.8237491,424.2115669,67.41483447,,Yes
Treatment,Low Value,171.4438604,267.5215546,57.39705529,58.7937158,Yes
Control,,257.4609771,307.8682288,49.34827632,64.7612065,No
Treatment,,129.8678006,201.0138151,,65.00176418,No
,High Value,214.2694627,261.5516356,100,100,No
Treatment,Medium Value,215.5012235,327.6776992,89.97864034,84.69943299,Yes
Control,Low Value,58.69160084,69.37598274,48.20926833,44.08128372,No
Treatment,High Value,215.1524808,321.4318121,77.72170342,,No
Control,Low Value,144.9489169,169.6979371,59.18236747,70.70073835,No
Control,High Value,174.0183294,,97.67105736,100,Yes
Treatment,Low Value,175.7349839,272.3323467,45.44928394,49.04591714,No
Control,,,160.0332542,90.02983922,100,Yes
Control,Low Value,152.0399441,176.4668807,51.97767437,62.71491462,Yes
,Medium Value,114.5601875,165.5460867,70.67578602,,No
Control,Low Value,,244.3386078,59.95429016,60.90516715,
Control,High Value,238.5870431,298.7500802,100,100,No
Control,,167.7791383,197.4471368,52.97606467,51.84922725,Yes
Treatment,Medium Value,257.9047336,385.6102261,87.9995339,88.59961114,No
Control,,170.8910687,212.0078691,53.08361429,,Yes
,,221.1269282,334.5634394,100,100,Yes
Control,,185.2315382,222.9022398,93.31727362,,No
Control,Medium Value,103.4412336,125.5658416,81.5828002,83.41968974,
Control,High Value,,262.8647355,100,100,Yes
Treatment,Low Value,178.3230927,274.4195078,47.74045519,51.43673745,No
Control,Low Value,262.2631271,315.6448952,55.7428407,59.73722435,Yes
Control,Low Value,216.1001691,,46.97027151,54.35993344,
Treatment,,204.1330856,298.3501647,89.63633268,,No
Control,,190.7812143,224.9931373,46.52020387,65.24563131,No
Treatment,,229.3265359,358.2803005,52.12768334,65.15632603,No
Treatment,Low Value,207.8385375,314.9008202,53.10975509,60.64600044,No
,,294.0401789,351.564703,63.40321136,76.646732,No
Treatment,High Value,,290.6635011,89.01327996,100,No
Control,,,346.0418072,100,96.84935961,No
Treatment,High Value,201.9992556,304.3324458,77.38497489,81.69601136,Yes
Treatment,Medium Value,216.1239214,336.684911,,80.82866209,No
Control,High Value,203.7300453,235.0533969,100,,Yes
Treatment,Medium Value,204.7421458,299.5427143,64.20527085,60.12490678,Yes
Treatment,Medium Value,215.0755938,329.2821299,,,Yes
Treatment,High Value,263.4928385,403.5667067,100,100,
Treatment,,194.5867766,,50.85054457,66.44017467,No
Treatment,Low Value,69.11552432,113.9530044,53.33444069,,Yes
Control,High Value,229.1186422,273.5925547,100,100,No
,High Value,,471.5139764,95.77153001,84.09638988,Yes
Control,Medium Value,208.0623813,242.7361561,74.49050669,85.74717797,No
Treatment,,,,,100,Yes
Control,Medium Value,,235.7170442,,66.64808828,No
Control,High Value,135.0926805,154.0557771,91.52332172,88.13045051,Yes
Treatment,Low Value,169.3105631,252.0869825,54.08877561,63.03865568,Yes
Treatment,,164.6273493,248.2316032,41.22511587,36.95064953,Yes
Treatment,High Value,212.9432739,338.1335349,74.76470831,100,No
Control,Medium Value,153.4946502,,70.33550143,72.59174851,Yes
Treatment,Low Value,180.7948289,283.0968048,69.11918479,76,Yes
Control,,,239.9111284,,,No
Control,,294.7929099,,,57.42323391,No
Control,High Value,160.4783799,187.9074555,81.71691555,,No
Treatment,Low Value,,309.4578726,58.64437273,59.42586285,Yes
Treatment,High Value,248.5418586,370.8710054,90.34010506,97.20614539,Yes
Control,Low Value,,,48.61627245,61.91524519,No
Control,Medium Value,196.5441681,235.0026002,84.82747782,94.72925386,No
Treatment,,196.1072732,296.6693184,45.99270372,45.28382786,No
Control,,208.4138468,,50.41716018,66.30919531,Yes
Treatment,,121.7190347,183.4149675,,63.6426445,No
Control,Low Value,176.4286293,208.973696,61.75447633,74.10596594,Yes
Treatment,Low Value,193.8059596,,53.90024759,63.54374439,No
Control,High Value,221.9069333,262.4891361,81.57062099,73.91610725,Yes
Treatment,Medium Value,209.4770787,318.4664259,75.96333403,91.20222277,No
Control,Low Value,211.1345755,240.1280423,,76,Yes
Treatment,Medium Value,305.730138,471.5011848,,53.7786685,Yes
Treatment,Medium Value,181.9539171,295.6936799,76.71952106,75.45366781,Yes
Control,,,251.2343399,66.43920307,76,No
Control,High Value,302.9470267,354.2367462,,100,Yes
Treatment,Medium Value,,170.6689932,,,No
Control,Low Value,206.2476635,234.3705788,54.99166588,64.04323593,Yes
Treatment,Medium Value,203.8462203,316.8969556,,,Yes
Control,,353.0289463,417.6890857,85.91481595,84.94631151,Yes
,High Value,257.4478752,402.2910876,100,,No
Treatment,,,382.9149906,68.53041721,86.48880141,Yes
Treatment,Low Value,102.7817549,164.2997197,58.57276637,66.45712496,Yes
Treatment,Low Value,168.1022543,264.1500882,53.21884284,56.88605248,No
Treatment,,201.2681927,314.140602,,97.74265023,No
,,269.8551209,417.7451366,63.1569621,64.02660331,Yes
Control,High Value,282.5720877,343.5326698,89.96938547,99.73269518,Yes
Control,Low Value,118.6174499,144.0251279,,69.47963018,Yes
Control,High Value,255.1713381,294.1246972,100,97.03301828,Yes
Treatment,Medium Value,140.9744107,,58.15052973,,Yes
Treatment,High Value,139.3217225,209.3949201,75.94349404,80.12870212,No
,High Value,244.9630091,387.2976028,89.38847307,65.85734782,Yes
,,,342.6710326,50.03548671,47.86770579,No
Control,Low Value,201.4432749,249.3889925,51.29131796,47.65388464,Yes
Control,Low Value,272.2035861,313.7713472,51.27390206,56.00130458,No
,Low Value,205.8886082,320.9960599,,68.76387046,Yes
,,204.3937184,,64.95673248,74.55191406,No
Control,Low Value,135.9859916,173.0991671,43.5256591,49.73526165,No
Treatment,Medium Value,,366.3528528,66.74227931,89.13195902,No
Control,,145.0439325,174.7373971,,100,No
Treatment,High Value,,517.2954249,,,No
Control,High Value,280.5504672,319.9577775,79.21490901,56.30894977,No
,Medium Value,353.6771475,553.1875824,,54.17227032,
Treatment,High Value,244.7160855,361.0912165,72.43866267,66.4689764,Yes
Treatment,Medium Value,262.0845446,400.3768849,80.03154643,79.85992388,Yes
Treatment,,198.224193,309.7885438,70.92935602,,No
Control,,206.1815668,239.3381387,93.07604847,98.931558,
Treatment,High Value,177.1039284,273.9714338,74.5437521,94.08692275,Yes
Treatment,Medium Value,149.3665287,230.241515,,65.0164965,Yes
Treatment,,242.9262826,380.6660644,90.03807339,,Yes
Control,High Value,230.17997,266.699042,100,100,No
Treatment,Low Value,138.9669892,220.9772767,,73.01650167,Yes
Control,Low Value,145.207424,156.3964248,49.68619696,46.79310696,Yes
Treatment,,216.2837869,346.7829315,72.98651531,,No
Control,Medium Value,151.6230728,178.2626486,65.66485814,75.09432246,Yes
Control,High Value,251.6211027,298.5772592,94.1319973,88.31060418,No
Treatment,Medium Value,155.0910135,241.6518319,70.13480483,81.03366423,Yes
Control,Medium Value,225.7675552,,,,No
Treatment,,170.2047991,262.4630906,100,,Yes
Treatment,Medium Value,158.4622434,254.3891804,74.43226908,76.60590958,Yes
Treatment,,89.98671973,125.4330141,82.12163731,80.48890585,Yes
Control,High Value,221.42562,256.9224659,86.72716295,100,Yes
Control,High Value,306.3493415,368.1979361,73.46049613,76.22367986,No
Treatment,Low Value,250.5059285,385.6562171,,48.01474587,Yes
Treatment,High Value,251.6619919,400.8590567,88.61086594,100,Yes
Control,Low Value,102.992421,134.0245621,56.05028047,,Yes
Treatment,Medium Value,248.3354447,384.6530406,,85.82014526,No
Treatment,High Value,248.9988901,370.2660043,,,No
,High Value,,327.5729361,100,100,No
Control,,300.5287924,344.4757529,59.69169269,55.32605206,Yes
Control,Medium Value,,302.7359569,66.37562101,74.30791416,No
,,274.5336214,322.2654804,,58.3081122,No
Treatment,,134.3492472,205.4989788,79.69078463,98.53962813,Yes
Treatment,,135.6162573,,79.41462478,81.87419426,No
Treatment,,176.3966569,281.9863147,98.82765769,100,
Control,,179.8950308,214.2254788,55.28903911,49.68378119,No
,Medium Value,290.0238314,447.4460063,70.81671808,70.49262266,No
Treatment,High Value,199.2344324,299.6120593,65.19667103,66.44348595,Yes
Treatment,Medium Value,,275.3036921,68.53793857,71.3595952,
Treatment,Medium Value,243.9820536,368.9848418,,72.73926797,No
Control,,279.1319913,324.0840086,96.74557461,,No
Control,High Value,109.6436544,125.1520748,72.35488597,91.03683193,No
Treatment,Low Value,239.927595,386.6800312,52.95326746,58.39743298,Yes
Control,Medium Value,180.63669,213.9552026,58.18790415,73.92144865,Yes
Control,High Value,227.7128804,270.4859826,90.25653233,80.66317931,Yes
Treatment,High Value,305.8122177,476.7050681,87.5693673,100,Yes
,Low Value,182.317502,283.5009383,42.17293942,,Yes
Control,Low Value,,152.1565648,,51.2919883,No
,High Value,,235.5854692,84.92396884,100,No
Control,Low Value,,230.5560871,54.10228258,,No
Treatment,High Value,211.033529,,84.88666342,88.89307885,Yes
Control,Medium Value,209.1741946,240.0982378,61.24440548,67.22449139,Yes
Treatment,,171.4081365,263.2401347,,,Yes
Control,Medium Value,273.5081735,327.1769514,82.45537059,99.19008617,No
Control,Medium Value,217.8616458,255.9111798,79.34467873,92.20659027,Yes
Control,Medium Value,114.6144952,142.898981,,45.79799945,Yes
,High Value,285.6138497,444.7667533,100,100,No
Control,Medium Value,305.7486401,359.9800677,75.58356988,99.97189368,Yes
Control,Medium Value,216.8584471,255.4450839,84.49471318,98.55654573,No
Treatment,,217.8410162,,85.40270324,85.88734199,Yes
,High Value,180.437823,,94.53998163,100,Yes
Control,Medium Value,203.2604535,236.7327469,,66.38859806,No
Control,Medium Value,236.8083259,276.7206083,65.8169713,,No
Treatment,,235.3335605,365.0063212,48.19205093,,No
Treatment,,249.9005305,388.5330234,88.52214337,99.40110586,Yes
Treatment,Medium Value,,471.369367,,77.97708512,No
,Low Value,,307.4549983,41.34894354,41.49468919,Yes
Treatment,High Value,,274.3307341,,,No
Control,High Value,164.1811201,197.957018,90.76592803,76.01816038,Yes
Treatment,High Value,442.3692171,683.1785494,,42.4886778,No
Control,High Value,286.4630992,,,100,No
Control,,127.3586428,163.1624707,87.7414684,100,Yes
,High Value,220.7799385,265.6968115,100,,No
Treatment,Medium Value,201.6606642,325.6419063,66.66655111,72.04730721,No
Control,Medium Value,177.3756417,204.3618039,74.09223004,77.9690074,Yes
Control,Medium Value,150.1889208,166.0936698,,,Yes
Treatment,Medium Value,178.445797,279.6316883,73.32431236,70.84712866,
Control,Low Value,146.2730695,179.7247614,61.67338668,70.74016955,
Control,,136.7142064,153.6061372,,91.56731976,No
Treatment,,,463.7598788,99.90639969,100,No
Control,Medium Value,226.0202863,266.2284425,64.78268278,72.55029133,Yes
Control,Medium Value,,,68.39518767,72.20380436,Yes
Control,High Value,118.7562901,141.7376656,64.11474162,74.81042401,Yes
Treatment,Medium Value,197.6566741,309.0298239,,,No
Treatment,Medium Value,236.9734664,371.1750422,59.6182004,,No
Treatment,Medium Value,203.8462203,316.8969556,95.87226533,100,
Control,,136.3039954,159.0809947,56.67975459,61.32225292,No
Control,,205.371251,246.2213618,67.91985453,75.46454491,Yes
Treatment,High Value,,381.6117662,98.00815433,100,No
Control,,118.987018,135.5274034,71.82109316,79.6951546,No
Control,Medium Value,279.9616924,335.5596721,68.00584395,74.25524367,No
Treatment,,,223.0922461,66.36698827,67.73753661,Yes
Treatment,Medium Value,,304.4422115,78.93885678,91.92669285,Yes
Control,High Value,283.4047513,333.9102348,75.63384236,67.87293541,Yes
Control,High Value,,302.9512531,79.39995779,95.56518502,No
,Low Value,,293.0993582,56.38175091,,No
Treatment,Low Value,251.2644038,377.8317565,58.88839876,56.4453777,Yes
Treatment,Low Value,123.4329931,198.7315829,55.29964218,55.47757248,Yes
Treatment,High Value,280.6163644,418.4642604,79.98241962,87.9498769,Yes
Treatment,Low Value,244.0208049,393.2518816,55.85277381,57.5549773,No
Control,Medium Value,189.2202021,224.9300963,65.04583611,68.75560404,No
Treatment,Medium Value,191.5580355,,60.87217535,68.71772084,No
Treatment,High Value,,207.8797207,,80.05074141,No
Treatment,Low Value,230.0776751,,,62.4755226,Yes
Treatment,Medium Value,,138.8582375,72.4256699,72.26616352,No
Treatment,High Value,,445.6799261,95.50970896,85.16760629,Yes
Control,Low Value,121.9220095,143.8058649,,61.2853655,
Control,,278.9120288,337.8175485,45.8125144,38.87199413,Yes
Treatment,Low Value,,328.2634821,58.20482928,70.45597557,Yes
Control,High Value,282.0208083,327.9768018,100,100,No
Treatment,Low Value,157.4513213,235.6985613,50.81619253,63.03794833,No
,High Value,158.5982954,246.1717824,100,100,No
Control,Low Value,109.8154717,132.3146192,,43.60439267,No
Control,Medium Value,,321.3573205,73.10401705,63.03924079,Yes
Treatment,High Value,272.1991787,426.0451411,94.23583961,100,No
Treatment,High Value,,218.5906426,100,52.91509433,No
Treatment,High Value,,396.95145,100,100,No
Control,Low Value,,374.8964821,,32.31832181,No
Treatment,Low Value,,292.6519832,45.17548435,,No
Treatment,Medium Value,,363.695383,66.56403185,64.82221095,
Treatment,High Value,184.5815501,311.5142509,88.49947124,100,Yes
Control,High Value,216.3554465,257.9174172,100,99.60018661,Yes
Treatment,Low Value,322.3361549,500.906926,54.51207278,47.89930251,
,Low Value,196.8987842,318.3249994,52.06324221,61.25192483,No
Control,Medium Value,,131.8299091,68.82114651,,Yes
Treatment,Medium Value,189.2269004,277.5606305,60.40883954,44.97322351,No
Treatment,Low Value,,113.4510628,25.05642585,76,
Control,High Value,238.4170298,289.5057319,,97.77930735,Yes
,,160.8227434,251.5784679,74.656521,,No
Control,Low Value,174.578596,202.147617,41.26384114,51.29258108,Yes
Control,,160.5231111,179.5947735,49.47436036,64.44392227,No
Treatment,High Value,237.4151434,363.4971961,100,100,No
Treatment,Low Value,,272.0907581,,48.75301001,Yes
Treatment,Low Value,197.8699422,304.9658477,60.67503208,73.92144865,Yes
Treatment,Medium Value,318.2689946,490.4384863,66.7721157,,Yes
Control,Low Value,140.1639198,159.8921933,,76,Yes
Treatment,Low Value,,343.14698,59.75426852,62.4447096,Yes
Control,Medium Value,203.8462203,243.7668889,70.64807063,58.52624011,No
Treatment,High Value,223.0808015,342.7680271,,93.26539245,Yes
Treatment,High Value,246.0969309,378.8620963,74.00277115,74.8560479,No
Treatment,Medium Value,180.5743853,287.3935166,59.22729409,54.42787868,
Control,Medium Value,123.6952274,141.1536957,76.88853167,71.84203468,No
Treatment,High Value,232.4929375,363.2329258,100,,Yes
Treatment,High Value,316.0528321,488.0804947,,,Yes
Treatment,,225.4276068,362.4692786,100,100,Yes
Treatment,High Value,266.2178206,419.303473,97.57846937,99.35472926,No
Control,High Value,286.4379993,,77.50780821,84.83758145,Yes
Treatment,,329.4449477,515.5675253,61.83914824,,Yes
,Low Value,147.3168538,171.8009026,48.19250383,48.486712,Yes
,High Value,182.6096209,225.9150194,82.70938064,91.92894607,No
Control,,216.8103132,259.8217147,86.03396884,86.23901603,No
Control,,219.1557133,261.953555,42.93819421,43.14075085,Yes
Control,Low Value,88.51766111,99.56987091,,41.32129442,Yes
Control,,218.4050281,263.8923054,58.11930149,58.97746094,Yes
Treatment,Low Value,194.6018761,297.5462404,60.15268985,66.04752685,No
Control,Low Value,168.2811156,196.7321997,49.07561854,60.92100222,Yes
Control,Low Value,206.2075783,246.8092321,65.62984068,55.11224947,No
Control,Medium Value,259.2454344,304.7524483,71.67537858,87.46619316,No
Treatment,,230.1013395,350.5221414,74.97132064,,No
Treatment,Low Value,196.7596616,297.2334096,49.32910298,63.3889319,No
Control,Medium Value,231.4285806,,73.73119643,76.57874894,No
